# source: EI-2023
# description: Based on {{source}}.
variable,year,region,unit,value
Primary Energy|Gas,2020,TJK,EJ/yr,0.0422
Primary Energy|Gas,2020,TKL,EJ/yr,0.0
Primary Energy|Gas,2020,TKM,EJ/yr,1.2331
Primary Energy|Gas,2020,TLS,EJ/yr,0.0019
Primary Energy|Gas,2020,TON,EJ/yr,0.0002
Primary Energy|Gas,2020,TTO,EJ/yr,0.5467
Primary Energy|Gas,2020,TUN,EJ/yr,0.045
Primary Energy|Gas,2020,TUR,EJ/yr,1.6636
Primary Energy|Gas,2020,TUV,EJ/yr,0.0
Primary Energy|Gas,2020,TWN,EJ/yr,0.8958
Primary Energy|Gas,2020,TZA,EJ/yr,0.0909
Primary Energy|Gas,2020,UGA,EJ/yr,0.0736
Primary Energy|Gas,2020,UKR,EJ/yr,1.0562
Primary Energy|Gas,2020,UMI,EJ/yr,0.0
Primary Energy|Gas,2020,URY,EJ/yr,0.0156
Primary Energy|Gas,2020,USA,EJ/yr,30.0438
Primary Energy|Gas,2020,UZB,EJ/yr,1.569
Primary Energy|Gas,2020,VAT,EJ/yr,0.0
Primary Energy|Gas,2020,VCT,EJ/yr,0.0002
Primary Energy|Gas,2020,VEN,EJ/yr,0.7762
Primary Energy|Gas,2020,VGB,EJ/yr,0.0001
Primary Energy|Gas,2020,VIR,EJ/yr,0.0
Primary Energy|Gas,2020,VNM,EJ/yr,0.3182
Primary Energy|Gas,2020,VUT,EJ/yr,0.0004
Primary Energy|Gas,2020,WLF,EJ/yr,0.0
Primary Energy|Gas,2020,WSM,EJ/yr,0.0004
Primary Energy|Gas,2020,World,EJ/yr,139.3707
Primary Energy|Gas,2020,YEM,EJ/yr,0.045
Primary Energy|Gas,2020,ZAF,EJ/yr,0.1429
Primary Energy|Gas,2020,ZMB,EJ/yr,0.0502
Primary Energy|Gas,2020,ZWE,EJ/yr,0.028
Primary Energy|Oil,2010,ABW,EJ/yr,0.0028
Primary Energy|Oil,2010,AFG,EJ/yr,0.0659
Primary Energy|Oil,2010,AGO,EJ/yr,0.1229
Primary Energy|Oil,2010,AIA,EJ/yr,0.0
Primary Energy|Oil,2010,ALA,EJ/yr,0.0
Primary Energy|Oil,2010,ALB,EJ/yr,0.0422
Primary Energy|Oil,2010,AND,EJ/yr,0.0
Primary Energy|Oil,2010,ARE,EJ/yr,1.3395
Primary Energy|Oil,2010,ARG,EJ/yr,1.1788
Primary Energy|Oil,2010,ARM,EJ/yr,0.0314
Primary Energy|Oil,2010,ASM,EJ/yr,0.0
Primary Energy|Oil,2010,ATA,EJ/yr,0.0
Primary Energy|Oil,2010,ATF,EJ/yr,0.0
Primary Energy|Oil,2010,ATG,EJ/yr,0.0019
Primary Energy|Oil,2010,AUS,EJ/yr,1.8695
Primary Energy|Oil,2010,AUT,EJ/yr,0.5547
Primary Energy|Oil,2010,AZE,EJ/yr,0.1341
Primary Energy|Oil,2010,BDI,EJ/yr,0.0275
Primary Energy|Oil,2010,BEL,EJ/yr,1.3499
Primary Energy|Oil,2010,BEN,EJ/yr,0.0347
Primary Energy|Oil,2010,BES,EJ/yr,0.0
Primary Energy|Oil,2010,BFA,EJ/yr,0.0505
Primary Energy|Oil,2010,BGD,EJ/yr,0.1715
Primary Energy|Oil,2010,BGR,EJ/yr,0.1724
Primary Energy|Oil,2010,BHR,EJ/yr,0.527
Primary Energy|Oil,2010,BHS,EJ/yr,0.0096
Primary Energy|Oil,2010,BIH,EJ/yr,0.1421
Primary Energy|Oil,2010,BLM,EJ/yr,0.0
Primary Energy|Oil,2010,BLR,EJ/yr,0.3262
Primary Energy|Oil,2010,BLZ,EJ/yr,0.0046
Primary Energy|Oil,2010,BMU,EJ/yr,0.0
Primary Energy|Oil,2010,BOL,EJ/yr,0.2062
Primary Energy|Oil,2010,BRA,EJ/yr,4.6997
Primary Energy|Oil,2010,BRB,EJ/yr,0.0051
Primary Energy|Oil,2010,BRN,EJ/yr,0.023
Primary Energy|Oil,2010,BTN,EJ/yr,0.0023
Primary Energy|Oil,2010,BVT,EJ/yr,0.0
Primary Energy|Oil,2010,BWA,EJ/yr,0.0221
Primary Energy|Oil,2010,CAF,EJ/yr,0.0137
Primary Energy|Oil,2010,CAN,EJ/yr,4.5594
Primary Energy|Oil,2010,CCK,EJ/yr,0.0
Primary Energy|Oil,2010,CHE,EJ/yr,0.5308
Primary Energy|Oil,2010,CHL,EJ/yr,0.6557
Primary Energy|Oil,2010,CHN,EJ/yr,18.7722
Primary Energy|Oil,2010,CIV,EJ/yr,0.0936
Primary Energy|Oil,2010,CMR,EJ/yr,0.0684
Primary Energy|Oil,2010,COD,EJ/yr,0.2429
Primary Energy|Oil,2010,COG,EJ/yr,0.0213
Primary Energy|Oil,2010,COK,EJ/yr,0.0001
Primary Energy|Oil,2010,COL,EJ/yr,0.5752
Primary Energy|Oil,2010,COM,EJ/yr,0.0022
Primary Energy|Oil,2010,CPV,EJ/yr,0.0021
Primary Energy|Oil,2010,CRI,EJ/yr,0.1374
Primary Energy|Oil,2010,CUB,EJ/yr,0.2898
Primary Energy|Oil,2010,CUW,EJ/yr,0.0
Primary Energy|Oil,2010,CXR,EJ/yr,0.0
Primary Energy|Oil,2010,CYM,EJ/yr,0.0027
Primary Energy|Oil,2010,CYP,EJ/yr,0.1206
Primary Energy|Oil,2010,CZE,EJ/yr,0.3847
Primary Energy|Oil,2010,DEU,EJ/yr,4.8875
Primary Energy|Oil,2010,DJI,EJ/yr,0.0034
Primary Energy|Oil,2010,DMA,EJ/yr,0.0012
Primary Energy|Oil,2010,DNK,EJ/yr,0.3669
Primary Energy|Oil,2010,DOM,EJ/yr,0.2132
Primary Energy|Oil,2010,DZA,EJ/yr,0.6538
Primary Energy|Oil,2010,ECU,EJ/yr,0.4469
Primary Energy|Oil,2010,EGY,EJ/yr,1.4961
Primary Energy|Oil,2010,ERI,EJ/yr,0.0076
Primary Energy|Oil,2010,ESH,EJ/yr,0.0
Primary Energy|Oil,2010,ESP,EJ/yr,2.8588
Primary Energy|Oil,2010,EST,EJ/yr,0.0593
Primary Energy|Oil,2010,ETH,EJ/yr,0.3339
Primary Energy|Oil,2010,FIN,EJ/yr,0.4218
Primary Energy|Oil,2010,FJI,EJ/yr,0.0031
Primary Energy|Oil,2010,FLK,EJ/yr,0.0
Primary Energy|Oil,2010,FRA,EJ/yr,3.5268
Primary Energy|Oil,2010,FRO,EJ/yr,0.0
Primary Energy|Oil,2010,FSM,EJ/yr,0.0
Primary Energy|Oil,2010,GAB,EJ/yr,0.0409
Primary Energy|Oil,2010,GBR,EJ/yr,3.1852
Primary Energy|Oil,2010,GEO,EJ/yr,0.0948
Primary Energy|Oil,2010,GGY,EJ/yr,0.0
Primary Energy|Oil,2010,GHA,EJ/yr,0.0797
Primary Energy|Oil,2010,GIB,EJ/yr,0.0792
Primary Energy|Oil,2010,GIN,EJ/yr,0.0339
Primary Energy|Oil,2010,GLP,EJ/yr,0.0108
Primary Energy|Oil,2010,GMB,EJ/yr,0.0064
Primary Energy|Oil,2010,GNB,EJ/yr,0.005
Primary Energy|Oil,2010,GNQ,EJ/yr,0.0132
Primary Energy|Oil,2010,GRC,EJ/yr,0.773
Primary Energy|Oil,2010,GRD,EJ/yr,0.0017
Primary Energy|Oil,2010,GRL,EJ/yr,0.0
Primary Energy|Oil,2010,GTM,EJ/yr,0.325
Primary Energy|Oil,2010,GUF,EJ/yr,0.0049
Primary Energy|Oil,2010,GUM,EJ/yr,0.0
Primary Energy|Oil,2010,GUY,EJ/yr,0.0223
Primary Energy|Oil,2010,HKG,EJ/yr,0.7655
Primary Energy|Oil,2010,HMD,EJ/yr,0.0
Primary Energy|Oil,2010,HND,EJ/yr,0.1448
Primary Energy|Oil,2010,HRV,EJ/yr,0.158
Primary Energy|Oil,2010,HTI,EJ/yr,0.1359
Primary Energy|Oil,2010,HUN,EJ/yr,0.2846
Primary Energy|Oil,2010,IDN,EJ/yr,2.8536
Primary Energy|Oil,2010,IMN,EJ/yr,0.0
Primary Energy|Oil,2010,IND,EJ/yr,6.6543
Primary Energy|Oil,2010,IOT,EJ/yr,0.0
Primary Energy|Oil,2010,IRL,EJ/yr,0.3204
Primary Energy|Oil,2010,IRN,EJ/yr,3.4001
Primary Energy|Oil,2010,IRQ,EJ/yr,1.0747
Primary Energy|Oil,2010,ISL,EJ/yr,0.0305
Primary Energy|Oil,2010,ISR,EJ/yr,0.4459
Primary Energy|Oil,2010,ITA,EJ/yr,3.0722
Primary Energy|Oil,2010,JAM,EJ/yr,0.0753
Primary Energy|Oil,2010,JEY,EJ/yr,0.0
Primary Energy|Oil,2010,JOR,EJ/yr,0.2983
Primary Energy|Oil,2010,JPN,EJ/yr,9.0538
Primary Energy|Oil,2010,KAZ,EJ/yr,0.4072
Primary Energy|Oil,2010,KEN,EJ/yr,0.198
Primary Energy|Oil,2010,KGZ,EJ/yr,0.0376
Primary Energy|Oil,2010,KHM,EJ/yr,0.0457
Primary Energy|Oil,2010,KIR,EJ/yr,0.0002
Primary Energy|Oil,2010,KNA,EJ/yr,0.001
Primary Energy|Oil,2010,KOR,EJ/yr,4.5793
Primary Energy|Oil,2010,KWT,EJ/yr,0.9114
Primary Energy|Oil,2010,LAO,EJ/yr,0.0329
Primary Energy|Oil,2010,LBN,EJ/yr,0.2842
Primary Energy|Oil,2010,LBR,EJ/yr,0.0124
Primary Energy|Oil,2010,LBY,EJ/yr,0.1539
Primary Energy|Oil,2010,LCA,EJ/yr,0.0033
Primary Energy|Oil,2010,LIE,EJ/yr,0.0
Primary Energy|Oil,2010,LKA,EJ/yr,0.1907
Primary Energy|Oil,2010,LSO,EJ/yr,0.0065
Primary Energy|Oil,2010,LTU,EJ/yr,0.1141
Primary Energy|Oil,2010,LUX,EJ/yr,0.123
Primary Energy|Oil,2010,LVA,EJ/yr,0.0747
Primary Energy|Oil,2010,MAC,EJ/yr,0.0108
Primary Energy|Oil,2010,MAF,EJ/yr,0.0
Primary Energy|Oil,2010,MAR,EJ/yr,0.5173
Primary Energy|Oil,2010,MCO,EJ/yr,0.0
Primary Energy|Oil,2010,MDA,EJ/yr,0.0343
Primary Energy|Oil,2010,MDG,EJ/yr,0.0589
Primary Energy|Oil,2010,MDV,EJ/yr,0.0015
Primary Energy|Oil,2010,MEX,EJ/yr,4.2167
Primary Energy|Oil,2010,MHL,EJ/yr,0.0
Primary Energy|Oil,2010,MKD,EJ/yr,0.0395
Primary Energy|Oil,2010,MLI,EJ/yr,0.0509
Primary Energy|Oil,2010,MLT,EJ/yr,0.0442
Primary Energy|Oil,2010,MMR,EJ/yr,0.1358
Primary Energy|Oil,2010,MNE,EJ/yr,0.02
Primary Energy|Oil,2010,MNG,EJ/yr,0.0409
Primary Energy|Oil,2010,MNP,EJ/yr,0.0
Primary Energy|Oil,2010,MOZ,EJ/yr,0.0846
Primary Energy|Oil,2010,MRT,EJ/yr,0.0131
Primary Energy|Oil,2010,MSR,EJ/yr,0.0
Primary Energy|Oil,2010,MTQ,EJ/yr,0.0102
Primary Energy|Oil,2010,MUS,EJ/yr,0.0152
Primary Energy|Oil,2010,MWI,EJ/yr,0.0452
Primary Energy|Oil,2010,MYS,EJ/yr,1.2933
Primary Energy|Oil,2010,MYT,EJ/yr,0.0
Primary Energy|Oil,2010,NAM,EJ/yr,0.0116
Primary Energy|Oil,2010,NCL,EJ/yr,0.0
Primary Energy|Oil,2010,NER,EJ/yr,0.0222
Primary Energy|Oil,2010,NFK,EJ/yr,0.0
Primary Energy|Oil,2010,NGA,EJ/yr,0.4802
Primary Energy|Oil,2010,NIC,EJ/yr,0.0957
Primary Energy|Oil,2010,NIU,EJ/yr,0.0
Primary Energy|Oil,2010,NLD,EJ/yr,2.0448
Primary Energy|Oil,2010,NOR,EJ/yr,0.4312
Primary Energy|Oil,2010,NPL,EJ/yr,0.0934
Primary Energy|Oil,2010,NRU,EJ/yr,0.0
Primary Energy|Oil,2010,NZL,EJ/yr,0.3026
Primary Energy|Oil,2010,OMN,EJ/yr,0.262
Primary Energy|Oil,2010,PAK,EJ/yr,0.878
Primary Energy|Oil,2010,PAN,EJ/yr,0.202
Primary Energy|Oil,2010,PCN,EJ/yr,0.0
Primary Energy|Oil,2010,PER,EJ/yr,0.3655
Primary Energy|Oil,2010,PHL,EJ/yr,0.6239
Primary Energy|Oil,2010,PLW,EJ/yr,0.0001
Primary Energy|Oil,2010,PNG,EJ/yr,0.0186
Primary Energy|Oil,2010,POL,EJ/yr,1.1309
Primary Energy|Oil,2010,PRI,EJ/yr,0.1142
Primary Energy|Oil,2010,PRK,EJ/yr,0.0959
Primary Energy|Oil,2010,PRT,EJ/yr,0.5381
Primary Energy|Oil,2010,PRY,EJ/yr,0.2391
Primary Energy|Oil,2010,PSE,EJ/yr,0.0
Primary Energy|Oil,2010,PYF,EJ/yr,0.0
Primary Energy|Oil,2010,QAT,EJ/yr,0.2919
Primary Energy|Oil,2010,REU,EJ/yr,0.0
Primary Energy|Oil,2010,ROU,EJ/yr,0.3614
Primary Energy|Oil,2010,RUS,EJ/yr,5.7777
Primary Energy|Oil,2010,RWA,EJ/yr,0.0331
Primary Energy|Oil,2010,SAU,EJ/yr,5.8231
Primary Energy|Oil,2010,SDN,EJ/yr,0.1447
Primary Energy|Oil,2010,SEN,EJ/yr,0.0347
Primary Energy|Oil,2010,SGP,EJ/yr,2.4767
Primary Energy|Oil,2010,SGS,EJ/yr,0.0
Primary Energy|Oil,2010,SHN,EJ/yr,0.0
Primary Energy|Oil,2010,SJM,EJ/yr,0.0
Primary Energy|Oil,2010,SLB,EJ/yr,0.0012
Primary Energy|Oil,2010,SLE,EJ/yr,0.0201
Primary Energy|Oil,2010,SLV,EJ/yr,0.1086
Primary Energy|Oil,2010,SMR,EJ/yr,0.0
Primary Energy|Oil,2010,SOM,EJ/yr,0.0361
Primary Energy|Oil,2010,SPM,EJ/yr,0.0
Primary Energy|Oil,2010,SRB,EJ/yr,0.2441
Primary Energy|Oil,2010,SSD,EJ/yr,0.0
Primary Energy|Oil,2010,STP,EJ/yr,0.0007
Primary Energy|Oil,2010,SUR,EJ/yr,0.0252
Primary Energy|Oil,2010,SVK,EJ/yr,0.1648
Primary Energy|Oil,2010,SVN,EJ/yr,0.1115
Primary Energy|Oil,2010,SWE,EJ/yr,0.6562
Primary Energy|Oil,2010,SWZ,EJ/yr,0.0086
Primary Energy|Oil,2010,SXM,EJ/yr,0.0
Primary Energy|Oil,2010,SYC,EJ/yr,0.0006
Primary Energy|Oil,2010,SYR,EJ/yr,0.4258
Primary Energy|Oil,2010,TCA,EJ/yr,0.0007
Primary Energy|Oil,2010,TCD,EJ/yr,0.0389
Primary Energy|Oil,2010,TGO,EJ/yr,0.0281
Primary Energy|Oil,2010,THA,EJ/yr,1.9236
Primary Energy|Oil,2010,TJK,EJ/yr,0.0258
Primary Energy|Oil,2010,TKL,EJ/yr,0.0
Primary Energy|Oil,2010,TKM,EJ/yr,0.2305
Primary Energy|Oil,2010,TLS,EJ/yr,0.0027
Primary Energy|Oil,2010,TON,EJ/yr,0.0003
Primary Energy|Oil,2010,TTO,EJ/yr,0.094
Primary Energy|Oil,2010,TUN,EJ/yr,0.0855
Primary Energy|Oil,2010,TUR,EJ/yr,1.3484
Primary Energy|Oil,2010,TUV,EJ/yr,0.0
Primary Energy|Oil,2010,TWN,EJ/yr,2.0007
Primary Energy|Oil,2010,TZA,EJ/yr,0.1729
Primary Energy|Oil,2010,UGA,EJ/yr,0.14
Primary Energy|Oil,2010,UKR,EJ/yr,0.5823
Primary Energy|Oil,2010,UMI,EJ/yr,0.0
Primary Energy|Oil,2010,URY,EJ/yr,0.1311
Primary Energy|Oil,2010,USA,EJ/yr,35.6145
Primary Energy|Oil,2010,UZB,EJ/yr,0.1937
Primary Energy|Oil,2010,VAT,EJ/yr,0.0
Primary Energy|Oil,2010,VCT,EJ/yr,0.0017
Primary Energy|Oil,2010,VEN,EJ/yr,1.5453
Primary Energy|Oil,2010,VGB,EJ/yr,0.0009
Primary Energy|Oil,2010,VIR,EJ/yr,0.0
Primary Energy|Oil,2010,VNM,EJ/yr,0.7227
Primary Energy|Oil,2010,VUT,EJ/yr,0.0006
Primary Energy|Oil,2010,WLF,EJ/yr,0.0
Primary Energy|Oil,2010,WSM,EJ/yr,0.0005
Primary Energy|Oil,2010,World,EJ/yr,173.0096
Primary Energy|Oil,2010,YEM,EJ/yr,0.0659
Primary Energy|Oil,2010,ZAF,EJ/yr,1.0888
Primary Energy|Oil,2010,ZMB,EJ/yr,0.0956
Primary Energy|Oil,2010,ZWE,EJ/yr,0.0533
Primary Energy|Oil,2015,ABW,EJ/yr,0.0029
Primary Energy|Oil,2015,AFG,EJ/yr,0.0904
Primary Energy|Oil,2015,AGO,EJ/yr,0.1365
Primary Energy|Oil,2015,AIA,EJ/yr,0.0
Primary Energy|Oil,2015,ALA,EJ/yr,0.0
Primary Energy|Oil,2015,ALB,EJ/yr,0.0412
Primary Energy|Oil,2015,AND,EJ/yr,0.0
Primary Energy|Oil,2015,ARE,EJ/yr,1.7724
Primary Energy|Oil,2015,ARG,EJ/yr,1.3961
Primary Energy|Oil,2015,ARM,EJ/yr,0.0385
Primary Energy|Oil,2015,ASM,EJ/yr,0.0
Primary Energy|Oil,2015,ATA,EJ/yr,0.0
Primary Energy|Oil,2015,ATF,EJ/yr,0.0
Primary Energy|Oil,2015,ATG,EJ/yr,0.002
Primary Energy|Oil,2015,AUS,EJ/yr,2.0531
Primary Energy|Oil,2015,AUT,EJ/yr,0.5142
Primary Energy|Oil,2015,AZE,EJ/yr,0.2002
Primary Energy|Oil,2015,BDI,EJ/yr,0.0306
Primary Energy|Oil,2015,BEL,EJ/yr,1.253
Primary Energy|Oil,2015,BEN,EJ/yr,0.0386
Primary Energy|Oil,2015,BES,EJ/yr,0.0
Primary Energy|Oil,2015,BFA,EJ/yr,0.0561
Primary Energy|Oil,2015,BGD,EJ/yr,0.3337
Primary Energy|Oil,2015,BGR,EJ/yr,0.1919
Primary Energy|Oil,2015,BHR,EJ/yr,0.3973
Primary Energy|Oil,2015,BHS,EJ/yr,0.0099
Primary Energy|Oil,2015,BIH,EJ/yr,0.1387
Primary Energy|Oil,2015,BLM,EJ/yr,0.0
Primary Energy|Oil,2015,BLR,EJ/yr,0.2823
Primary Energy|Oil,2015,BLZ,EJ/yr,0.0048
Primary Energy|Oil,2015,BMU,EJ/yr,0.0
Primary Energy|Oil,2015,BOL,EJ/yr,0.2136
Primary Energy|Oil,2015,BRA,EJ/yr,5.1716
Primary Energy|Oil,2015,BRB,EJ/yr,0.0053
Primary Energy|Oil,2015,BRN,EJ/yr,0.0315
Primary Energy|Oil,2015,BTN,EJ/yr,0.0032
Primary Energy|Oil,2015,BVT,EJ/yr,0.0
Primary Energy|Oil,2015,BWA,EJ/yr,0.0245
Primary Energy|Oil,2015,CAF,EJ/yr,0.0152
Primary Energy|Oil,2015,CAN,EJ/yr,4.6007
Primary Energy|Oil,2015,CCK,EJ/yr,0.0
Primary Energy|Oil,2015,CHE,EJ/yr,0.4664
Primary Energy|Oil,2015,CHL,EJ/yr,0.6847
Primary Energy|Oil,2015,CHN,EJ/yr,23.7956
Primary Energy|Oil,2015,CIV,EJ/yr,0.1039
Primary Energy|Oil,2015,CMR,EJ/yr,0.0759
Primary Energy|Oil,2015,COD,EJ/yr,0.2698
Primary Energy|Oil,2015,COG,EJ/yr,0.0236
Primary Energy|Oil,2015,COK,EJ/yr,0.0001
Primary Energy|Oil,2015,COL,EJ/yr,0.6451
Primary Energy|Oil,2015,COM,EJ/yr,0.0025
Primary Energy|Oil,2015,CPV,EJ/yr,0.0024
Primary Energy|Oil,2015,CRI,EJ/yr,0.1423
Primary Energy|Oil,2015,CUB,EJ/yr,0.3001
Primary Energy|Oil,2015,CUW,EJ/yr,0.0
Primary Energy|Oil,2015,CXR,EJ/yr,0.0
Primary Energy|Oil,2015,CYM,EJ/yr,0.0028
Primary Energy|Oil,2015,CYP,EJ/yr,0.1006
Primary Energy|Oil,2015,CZE,EJ/yr,0.3776
Primary Energy|Oil,2015,DEU,EJ/yr,4.6676
Primary Energy|Oil,2015,DJI,EJ/yr,0.0038
Primary Energy|Oil,2015,DMA,EJ/yr,0.0012
Primary Energy|Oil,2015,DNK,EJ/yr,0.3201
Primary Energy|Oil,2015,DOM,EJ/yr,0.2208
Primary Energy|Oil,2015,DZA,EJ/yr,0.8501
Primary Energy|Oil,2015,ECU,EJ/yr,0.5136
Primary Energy|Oil,2015,EGY,EJ/yr,1.6723
Primary Energy|Oil,2015,ERI,EJ/yr,0.0084
Primary Energy|Oil,2015,ESH,EJ/yr,0.0
Primary Energy|Oil,2015,ESP,EJ/yr,2.5248
Primary Energy|Oil,2015,EST,EJ/yr,0.0626
Primary Energy|Oil,2015,ETH,EJ/yr,0.3708
Primary Energy|Oil,2015,FIN,EJ/yr,0.3909
Primary Energy|Oil,2015,FJI,EJ/yr,0.0042
Primary Energy|Oil,2015,FLK,EJ/yr,0.0
Primary Energy|Oil,2015,FRA,EJ/yr,3.2496
Primary Energy|Oil,2015,FRO,EJ/yr,0.0
Primary Energy|Oil,2015,FSM,EJ/yr,0.0
Primary Energy|Oil,2015,GAB,EJ/yr,0.0454
Primary Energy|Oil,2015,GBR,EJ/yr,3.0668
Primary Energy|Oil,2015,GEO,EJ/yr,0.0925
Primary Energy|Oil,2015,GGY,EJ/yr,0.0
Primary Energy|Oil,2015,GHA,EJ/yr,0.0885
Primary Energy|Oil,2015,GIB,EJ/yr,0.0773
Primary Energy|Oil,2015,GIN,EJ/yr,0.0377
Primary Energy|Oil,2015,GLP,EJ/yr,0.0112
Primary Energy|Oil,2015,GMB,EJ/yr,0.0071
Primary Energy|Oil,2015,GNB,EJ/yr,0.0055
Primary Energy|Oil,2015,GNQ,EJ/yr,0.0146
Primary Energy|Oil,2015,GRC,EJ/yr,0.6127
Primary Energy|Oil,2015,GRD,EJ/yr,0.0018
Primary Energy|Oil,2015,GRL,EJ/yr,0.0
Primary Energy|Oil,2015,GTM,EJ/yr,0.3365
Primary Energy|Oil,2015,GUF,EJ/yr,0.005
Primary Energy|Oil,2015,GUM,EJ/yr,0.0
Primary Energy|Oil,2015,GUY,EJ/yr,0.0231
Primary Energy|Oil,2015,HKG,EJ/yr,0.7827
Primary Energy|Oil,2015,HMD,EJ/yr,0.0
Primary Energy|Oil,2015,HND,EJ/yr,0.15
Primary Energy|Oil,2015,HRV,EJ/yr,0.1409
Primary Energy|Oil,2015,HTI,EJ/yr,0.1407
Primary Energy|Oil,2015,HUN,EJ/yr,0.3024
Primary Energy|Oil,2015,IDN,EJ/yr,2.9541
Primary Energy|Oil,2015,IMN,EJ/yr,0.0
Primary Energy|Oil,2015,IND,EJ/yr,8.2657
Primary Energy|Oil,2015,IOT,EJ/yr,0.0
Primary Energy|Oil,2015,IRL,EJ/yr,0.2946
Primary Energy|Oil,2015,IRN,EJ/yr,3.016
Primary Energy|Oil,2015,IRQ,EJ/yr,1.3215
Primary Energy|Oil,2015,ISL,EJ/yr,0.0354
Primary Energy|Oil,2015,ISR,EJ/yr,0.4191
Primary Energy|Oil,2015,ITA,EJ/yr,2.5576
Primary Energy|Oil,2015,JAM,EJ/yr,0.078
Primary Energy|Oil,2015,JEY,EJ/yr,0.0
Primary Energy|Oil,2015,JOR,EJ/yr,0.2248
Primary Energy|Oil,2015,JPN,EJ/yr,8.4094
Primary Energy|Oil,2015,KAZ,EJ/yr,0.556
Primary Energy|Oil,2015,KEN,EJ/yr,0.2199
Primary Energy|Oil,2015,KGZ,EJ/yr,0.0461
Primary Energy|Oil,2015,KHM,EJ/yr,0.0626
Primary Energy|Oil,2015,KIR,EJ/yr,0.0003
Primary Energy|Oil,2015,KNA,EJ/yr,0.0011
Primary Energy|Oil,2015,KOR,EJ/yr,4.9831
Primary Energy|Oil,2015,KWT,EJ/yr,0.8613
Primary Energy|Oil,2015,LAO,EJ/yr,0.0451
Primary Energy|Oil,2015,LBN,EJ/yr,0.2142
Primary Energy|Oil,2015,LBR,EJ/yr,0.0138
Primary Energy|Oil,2015,LBY,EJ/yr,0.1709
Primary Energy|Oil,2015,LCA,EJ/yr,0.0034
Primary Energy|Oil,2015,LIE,EJ/yr,0.0
Primary Energy|Oil,2015,LKA,EJ/yr,0.2144
Primary Energy|Oil,2015,LSO,EJ/yr,0.0073
Primary Energy|Oil,2015,LTU,EJ/yr,0.1167
Primary Energy|Oil,2015,LUX,EJ/yr,0.1129
Primary Energy|Oil,2015,LVA,EJ/yr,0.073
Primary Energy|Oil,2015,MAC,EJ/yr,0.0149
Primary Energy|Oil,2015,MAF,EJ/yr,0.0
Primary Energy|Oil,2015,MAR,EJ/yr,0.5239
Primary Energy|Oil,2015,MCO,EJ/yr,0.0
Primary Energy|Oil,2015,MDA,EJ/yr,0.0421
Primary Energy|Oil,2015,MDG,EJ/yr,0.0654
Primary Energy|Oil,2015,MDV,EJ/yr,0.0021
Primary Energy|Oil,2015,MEX,EJ/yr,3.9161
Primary Energy|Oil,2015,MHL,EJ/yr,0.0
Primary Energy|Oil,2015,MKD,EJ/yr,0.041
Primary Energy|Oil,2015,MLI,EJ/yr,0.0565
Primary Energy|Oil,2015,MLT,EJ/yr,0.0431
Primary Energy|Oil,2015,MMR,EJ/yr,0.1862
Primary Energy|Oil,2015,MNE,EJ/yr,0.0195
Primary Energy|Oil,2015,MNG,EJ/yr,0.0561
Primary Energy|Oil,2015,MNP,EJ/yr,0.0
Primary Energy|Oil,2015,MOZ,EJ/yr,0.0939
Primary Energy|Oil,2015,MRT,EJ/yr,0.0145
Primary Energy|Oil,2015,MSR,EJ/yr,0.0
Primary Energy|Oil,2015,MTQ,EJ/yr,0.0106
Primary Energy|Oil,2015,MUS,EJ/yr,0.0168
Primary Energy|Oil,2015,MWI,EJ/yr,0.0502
Primary Energy|Oil,2015,MYS,EJ/yr,1.4354
Primary Energy|Oil,2015,MYT,EJ/yr,0.0
Primary Energy|Oil,2015,NAM,EJ/yr,0.0129
Primary Energy|Oil,2015,NCL,EJ/yr,0.0
Primary Energy|Oil,2015,NER,EJ/yr,0.0246
Primary Energy|Oil,2015,NFK,EJ/yr,0.0
Primary Energy|Oil,2015,NGA,EJ/yr,0.5334
Primary Energy|Oil,2015,NIC,EJ/yr,0.0991
Primary Energy|Oil,2015,NIU,EJ/yr,0.0
Primary Energy|Oil,2015,NLD,EJ/yr,1.8212
Primary Energy|Oil,2015,NOR,EJ/yr,0.4187
Primary Energy|Oil,2015,NPL,EJ/yr,0.1281
Primary Energy|Oil,2015,NRU,EJ/yr,0.0
Primary Energy|Oil,2015,NZL,EJ/yr,0.3287
Primary Energy|Oil,2015,OMN,EJ/yr,0.3807
Primary Energy|Oil,2015,PAK,EJ/yr,1.0583
Primary Energy|Oil,2015,PAN,EJ/yr,0.2092
Primary Energy|Oil,2015,PCN,EJ/yr,0.0
Primary Energy|Oil,2015,PER,EJ/yr,0.4417
Primary Energy|Oil,2015,PHL,EJ/yr,0.7754
Primary Energy|Oil,2015,PLW,EJ/yr,0.0001
Primary Energy|Oil,2015,PNG,EJ/yr,0.0255
Primary Energy|Oil,2015,POL,EJ/yr,1.0548
Primary Energy|Oil,2015,PRI,EJ/yr,0.1183
Primary Energy|Oil,2015,PRK,EJ/yr,0.1315
Primary Energy|Oil,2015,PRT,EJ/yr,0.4758
Primary Energy|Oil,2015,PRY,EJ/yr,0.2476
Primary Energy|Oil,2015,PSE,EJ/yr,0.0
Primary Energy|Oil,2015,PYF,EJ/yr,0.0
Primary Energy|Oil,2015,QAT,EJ/yr,0.5737
Primary Energy|Oil,2015,REU,EJ/yr,0.0
Primary Energy|Oil,2015,ROU,EJ/yr,0.3766
